UserId,RFMClass,RFM_Level
293538,411,Potential Customers
293559,233,Good Buyers
293580,211,Needs Attention
293622,344,Best Customers
293643,344,Best Customers
293664,313,Loyal Customers
293685,444,Best Customers
293706,412,Loyal Customers
293748,344,Best Customers
293769,223,Loyal Customers
293790,112,Needs Attention
293811,433,Best Customers
293832,311,Promising Customers
293853,344,Best Customers
293874,444,Best Customers
293895,433,Best Customers
293979,444,Best Customers
294000,112,Needs Attention
294021,324,Best Customers
294042,232,Loyal Customers
294084,344,Best Customers
294105,434,Best Customers
294126,223,Loyal Customers
294189,133,Loyal Customers
294252,112,Needs Attention
294273,222,Potential Customers
294294,222,Potential Customers
294315,223,Loyal Customers
294336,144,Best Customers
294399,333,Best Customers
294420,422,Good Buyers
294441,122,Promising Customers
294462,122,Promising Customers
294483,422,Good Buyers
294504,212,Promising Customers
294567,211,Needs Attention
294609,212,Promising Customers
294630,444,Best Customers
294651,444,Best Customers
294672,444,Best Customers
294714,332,Good Buyers
294735,333,Best Customers
294756,122,Promising Customers
294777,121,Needs Attention
294798,233,Good Buyers
294819,311,Promising Customers
294840,344,Best Customers
294861,121,Needs Attention
294924,342,Best Customers
294945,213,Potential Customers
294966,111,Very inactive
294987,423,Best Customers
295008,132,Potential Customers
295029,444,Best Customers
295050,333,Best Customers
295071,444,Best Customers
295092,331,Loyal Customers
295113,211,Needs Attention
295134,211,Needs Attention
295155,213,Potential Customers
295176,444,Best Customers
295197,344,Best Customers
295239,111,Very inactive
295260,444,Best Customers
295302,444,Best Customers
295344,333,Best Customers
295386,111,Very inactive
295407,232,Loyal Customers
295428,121,Needs Attention
295491,443,Best Customers
295533,311,Promising Customers
295575,433,Best Customers
295596,231,Potential Customers
295617,332,Good Buyers
295638,233,Good Buyers
295659,212,Promising Customers
295680,311,Promising Customers
295701,143,Good Buyers
295722,121,Needs Attention
295743,443,Best Customers
295785,444,Best Customers
295827,431,Good Buyers
295848,444,Best Customers
295869,211,Needs Attention
295890,111,Very inactive
295932,444,Best Customers
295953,442,Best Customers
296016,444,Best Customers
296058,321,Potential Customers
296079,444,Best Customers
296100,221,Promising Customers
296121,224,Good Buyers
296142,433,Best Customers
296184,121,Needs Attention
296205,133,Loyal Customers
296247,244,Best Customers
296268,322,Loyal Customers
296289,211,Needs Attention
296310,444,Best Customers
296331,413,Good Buyers
296352,344,Best Customers
296373,424,Best Customers
296394,112,Needs Attention
296436,333,Best Customers
296457,111,Very inactive
296541,444,Best Customers
296604,212,Promising Customers
296625,444,Best Customers
296646,413,Good Buyers
296667,233,Good Buyers
296688,232,Loyal Customers
296709,433,Best Customers
296730,132,Potential Customers
296772,444,Best Customers
296793,222,Potential Customers
296835,444,Best Customers
296898,433,Best Customers
296919,322,Loyal Customers
296940,433,Best Customers
296961,423,Best Customers
296982,122,Promising Customers
297003,211,Needs Attention
297045,314,Good Buyers
297066,444,Best Customers
297087,212,Promising Customers
297108,111,Very inactive
297129,122,Promising Customers
297150,322,Loyal Customers
297192,232,Loyal Customers
297234,133,Loyal Customers
297255,111,Very inactive
297276,444,Best Customers
297297,332,Good Buyers
297318,322,Loyal Customers
297339,344,Best Customers
297381,143,Good Buyers
297402,121,Needs Attention
297423,234,Best Customers
297444,223,Loyal Customers
297465,121,Needs Attention
297507,332,Good Buyers
297591,232,Loyal Customers
297633,422,Good Buyers
297654,321,Potential Customers
297675,244,Best Customers
297696,122,Promising Customers
297717,232,Loyal Customers
297738,443,Best Customers
297759,343,Best Customers
297780,444,Best Customers
297864,222,Potential Customers
297885,111,Very inactive
297948,334,Best Customers
297969,444,Best Customers
298011,444,Best Customers
298053,233,Good Buyers
298074,444,Best Customers
298095,113,Promising Customers
298116,212,Promising Customers
298158,423,Best Customers
298179,111,Very inactive
298221,223,Loyal Customers
298284,431,Good Buyers
298305,422,Good Buyers
298326,122,Promising Customers
298368,211,Needs Attention
298389,434,Best Customers
298410,244,Best Customers
298431,244,Best Customers
298452,213,Potential Customers
298494,333,Best Customers
298515,444,Best Customers
298536,434,Best Customers
298557,434,Best Customers
298578,311,Promising Customers
298599,411,Potential Customers
298620,122,Promising Customers
298641,344,Best Customers
298662,123,Potential Customers
298683,233,Good Buyers
298704,243,Best Customers
298746,334,Best Customers
298767,344,Best Customers
298809,223,Loyal Customers
298851,133,Loyal Customers
298872,344,Best Customers
298893,323,Good Buyers
298914,343,Best Customers
298935,234,Best Customers
298956,212,Promising Customers
298977,111,Very inactive
298998,111,Very inactive
299019,344,Best Customers
299040,333,Best Customers
299061,111,Very inactive
299082,111,Very inactive
299103,444,Best Customers
299145,144,Best Customers
299166,233,Good Buyers
299187,121,Needs Attention
299208,111,Very inactive
299250,444,Best Customers
299271,434,Best Customers
299376,133,Loyal Customers
299397,244,Best Customers
299418,444,Best Customers
299439,111,Very inactive
299481,333,Best Customers
299502,444,Best Customers
299544,112,Needs Attention
299565,222,Potential Customers
299607,133,Loyal Customers
299670,122,Promising Customers
299691,111,Very inactive
299712,222,Potential Customers
299733,322,Loyal Customers
299796,233,Good Buyers
299817,444,Best Customers
299880,111,Very inactive
299922,444,Best Customers
299964,322,Loyal Customers
299985,324,Best Customers
300006,344,Best Customers
300027,411,Potential Customers
300048,112,Needs Attention
300069,433,Best Customers
300090,444,Best Customers
300111,444,Best Customers
300132,434,Best Customers
300153,433,Best Customers
300195,311,Promising Customers
300237,433,Best Customers
300258,444,Best Customers
300279,444,Best Customers
300300,311,Promising Customers
300321,212,Promising Customers
300384,112,Needs Attention
300405,244,Best Customers
300426,324,Best Customers
300447,244,Best Customers
300489,444,Best Customers
300531,122,Promising Customers
300552,333,Best Customers
300594,211,Needs Attention
300615,344,Best Customers
300657,222,Potential Customers
300720,122,Promising Customers
300741,443,Best Customers
300783,222,Potential Customers
300846,111,Very inactive
300867,112,Needs Attention
300909,444,Best Customers
300951,222,Potential Customers
300972,323,Good Buyers
300993,212,Promising Customers
301014,444,Best Customers
301035,432,Best Customers
301056,433,Best Customers
301098,122,Promising Customers
301119,112,Needs Attention
301140,111,Very inactive
301161,344,Best Customers
301182,322,Loyal Customers
301224,233,Good Buyers
301245,311,Promising Customers
301266,233,Good Buyers
301308,122,Promising Customers
301329,421,Loyal Customers
301350,121,Needs Attention
301371,111,Very inactive
301392,133,Loyal Customers
301413,111,Very inactive
301434,411,Potential Customers
301455,111,Very inactive
301476,223,Loyal Customers
301497,321,Potential Customers
301539,333,Best Customers
301560,344,Best Customers
301602,321,Potential Customers
301644,234,Best Customers
301707,444,Best Customers
301728,111,Very inactive
301791,111,Very inactive
301833,111,Very inactive
301875,131,Promising Customers
301917,112,Needs Attention
301959,332,Good Buyers
302001,231,Potential Customers
302022,342,Best Customers
302043,333,Best Customers
302085,411,Potential Customers
302106,111,Very inactive
302127,344,Best Customers
302148,444,Best Customers
302169,233,Good Buyers
302190,444,Best Customers
302253,111,Very inactive
302295,444,Best Customers
302316,232,Loyal Customers
302337,434,Best Customers
302400,122,Promising Customers
302421,444,Best Customers
302463,223,Loyal Customers
302484,343,Best Customers
302526,211,Needs Attention
302547,234,Best Customers
302568,444,Best Customers
302589,234,Best Customers
302610,243,Best Customers
302631,113,Promising Customers
302652,333,Best Customers
302673,121,Needs Attention
302694,233,Good Buyers
302715,444,Best Customers
302736,312,Potential Customers
302778,444,Best Customers
302799,443,Best Customers
302820,222,Potential Customers
302841,223,Loyal Customers
302862,444,Best Customers
302883,111,Very inactive
302904,412,Loyal Customers
302946,344,Best Customers
302967,312,Potential Customers
302988,443,Best Customers
303051,112,Needs Attention
303072,444,Best Customers
303114,313,Loyal Customers
303156,211,Needs Attention
303177,111,Very inactive
303198,111,Very inactive
303219,124,Loyal Customers
303240,434,Best Customers
303261,434,Best Customers
303282,133,Loyal Customers
303303,233,Good Buyers
303366,443,Best Customers
303387,333,Best Customers
303408,422,Good Buyers
303429,343,Best Customers
303450,122,Promising Customers
303471,242,Good Buyers
303492,431,Good Buyers
303513,121,Needs Attention
303576,444,Best Customers
303597,111,Very inactive
303639,124,Loyal Customers
303660,212,Promising Customers
303681,144,Best Customers
303702,244,Best Customers
303723,212,Promising Customers
303765,143,Good Buyers
303786,334,Best Customers
303807,432,Best Customers
303870,432,Best Customers
303912,244,Best Customers
303933,211,Needs Attention
303954,322,Loyal Customers
303975,233,Good Buyers
303996,121,Needs Attention
304017,313,Loyal Customers
304059,122,Promising Customers
304080,411,Potential Customers
304101,122,Promising Customers
304122,444,Best Customers
304143,111,Very inactive
304164,312,Potential Customers
304185,331,Loyal Customers
304227,343,Best Customers
304248,233,Good Buyers
304269,122,Promising Customers
304311,112,Needs Attention
304353,444,Best Customers
304374,311,Promising Customers
304395,311,Promising Customers
304416,122,Promising Customers
304437,122,Promising Customers
304458,344,Best Customers
304479,343,Best Customers
304500,212,Promising Customers
304521,111,Very inactive
304542,344,Best Customers
304563,444,Best Customers
304584,342,Best Customers
304605,444,Best Customers
304626,444,Best Customers
304647,333,Best Customers
304668,331,Loyal Customers
304731,433,Best Customers
304752,121,Needs Attention
304773,212,Promising Customers
304794,233,Good Buyers
304815,444,Best Customers
304857,322,Loyal Customers
304878,211,Needs Attention
304920,411,Potential Customers
304962,313,Loyal Customers
304983,211,Needs Attention
305004,344,Best Customers
305025,344,Best Customers
305067,444,Best Customers
305088,322,Loyal Customers
305109,242,Good Buyers
305130,344,Best Customers
305172,133,Loyal Customers
305193,334,Best Customers
305214,444,Best Customers
305235,244,Best Customers
305256,121,Needs Attention
305277,212,Promising Customers
305298,222,Potential Customers
305319,422,Good Buyers
305340,433,Best Customers
305361,243,Best Customers
305382,111,Very inactive
305403,334,Best Customers
305424,344,Best Customers
305466,444,Best Customers
305487,444,Best Customers
305508,112,Needs Attention
305529,131,Promising Customers
305550,433,Best Customers
305571,411,Potential Customers
305592,131,Promising Customers
305613,343,Best Customers
305634,444,Best Customers
305655,222,Potential Customers
305697,213,Potential Customers
305760,434,Best Customers
305781,233,Good Buyers
305802,444,Best Customers
305865,244,Best Customers
305886,213,Potential Customers
305907,223,Loyal Customers
305949,411,Potential Customers
305970,121,Needs Attention
306012,444,Best Customers
306033,143,Good Buyers
306096,111,Very inactive
306117,443,Best Customers
306138,421,Loyal Customers
306201,411,Potential Customers
306222,311,Promising Customers
306243,443,Best Customers
306264,133,Loyal Customers
306285,321,Potential Customers
306306,121,Needs Attention
306327,343,Best Customers
306369,111,Very inactive
306411,443,Best Customers
306432,342,Best Customers
306453,342,Best Customers
306474,432,Best Customers
306495,344,Best Customers
306537,433,Best Customers
306558,331,Loyal Customers
306600,122,Promising Customers
306621,411,Potential Customers
306663,112,Needs Attention
306726,444,Best Customers
306747,434,Best Customers
306768,424,Best Customers
306789,212,Promising Customers
306936,112,Needs Attention
306978,412,Loyal Customers
306999,122,Promising Customers
307020,122,Promising Customers
307041,434,Best Customers
307062,122,Promising Customers
307083,343,Best Customers
307104,211,Needs Attention
307125,133,Loyal Customers
307146,344,Best Customers
307188,222,Potential Customers
307209,443,Best Customers
307251,323,Good Buyers
307272,111,Very inactive
307293,122,Promising Customers
307356,322,Loyal Customers
307398,312,Potential Customers
307419,244,Best Customers
307440,344,Best Customers
307461,311,Promising Customers
307482,211,Needs Attention
307503,123,Potential Customers
307524,223,Loyal Customers
307545,122,Promising Customers
307566,444,Best Customers
307587,121,Needs Attention
307629,443,Best Customers
307671,242,Good Buyers
307692,221,Promising Customers
307713,444,Best Customers
307755,434,Best Customers
307776,131,Promising Customers
307797,443,Best Customers
307818,421,Loyal Customers
307839,444,Best Customers
307860,221,Promising Customers
307881,311,Promising Customers
307902,343,Best Customers
307944,332,Good Buyers
307965,234,Best Customers
307986,311,Promising Customers
308007,444,Best Customers
308049,143,Good Buyers
308070,142,Loyal Customers
308112,133,Loyal Customers
308133,433,Best Customers
308175,442,Best Customers
308196,334,Best Customers
308280,344,Best Customers
308301,212,Promising Customers
308322,111,Very inactive
308364,343,Best Customers
308427,212,Promising Customers
308448,444,Best Customers
308469,111,Very inactive
308490,332,Good Buyers
308511,334,Best Customers
308532,232,Loyal Customers
308553,111,Very inactive
308616,444,Best Customers
308637,121,Needs Attention
308658,443,Best Customers
308679,111,Very inactive
308700,344,Best Customers
308721,444,Best Customers
308742,444,Best Customers
308763,422,Good Buyers
308784,443,Best Customers
308805,111,Very inactive
308868,423,Best Customers
308889,444,Best Customers
308910,442,Best Customers
308931,444,Best Customers
308952,323,Good Buyers
308973,444,Best Customers
308994,311,Promising Customers
309015,333,Best Customers
309036,332,Good Buyers
309099,443,Best Customers
309120,422,Good Buyers
309162,121,Needs Attention
309183,443,Best Customers
309225,333,Best Customers
309267,111,Very inactive
309309,132,Potential Customers
309330,444,Best Customers
309351,332,Good Buyers
309372,444,Best Customers
309393,444,Best Customers
309435,444,Best Customers
309477,413,Good Buyers
309498,333,Best Customers
309519,434,Best Customers
309540,133,Loyal Customers
309561,433,Best Customers
309624,423,Best Customers
309645,233,Good Buyers
309687,122,Promising Customers
309708,333,Best Customers
309792,312,Potential Customers
309813,222,Potential Customers
309834,322,Loyal Customers
309855,444,Best Customers
309876,423,Best Customers
309897,222,Potential Customers
309918,133,Loyal Customers
309939,443,Best Customers
309960,111,Very inactive
309981,211,Needs Attention
310002,121,Needs Attention
310044,311,Promising Customers
310065,321,Potential Customers
310086,444,Best Customers
310128,411,Potential Customers
310149,444,Best Customers
310170,133,Loyal Customers
310212,211,Needs Attention
310275,233,Good Buyers
310296,344,Best Customers
310338,223,Loyal Customers
310359,122,Promising Customers
310380,222,Potential Customers
310422,111,Very inactive
310464,311,Promising Customers
310485,411,Potential Customers
310548,423,Best Customers
310569,311,Promising Customers
310590,433,Best Customers
310632,211,Needs Attention
310653,311,Promising Customers
310674,433,Best Customers
310695,111,Very inactive
310716,444,Best Customers
310758,211,Needs Attention
310779,311,Promising Customers
310800,344,Best Customers
310821,231,Potential Customers
310863,133,Loyal Customers
310884,412,Loyal Customers
310905,432,Best Customers
310926,211,Needs Attention
310968,344,Best Customers
311010,344,Best Customers
311073,121,Needs Attention
311115,333,Best Customers
311136,111,Very inactive
311157,133,Loyal Customers
311178,232,Loyal Customers
311199,211,Needs Attention
311220,322,Loyal Customers
311241,111,Very inactive
311283,132,Potential Customers
311304,423,Best Customers
311325,444,Best Customers
311388,114,Potential Customers
311409,333,Best Customers
311430,221,Promising Customers
311514,434,Best Customers
311556,411,Potential Customers
311577,243,Best Customers
311640,111,Very inactive
311661,244,Best Customers
311682,344,Best Customers
311724,244,Best Customers
311787,112,Needs Attention
311829,344,Best Customers
311850,122,Promising Customers
311871,322,Loyal Customers
311892,244,Best Customers
311913,312,Potential Customers
311934,244,Best Customers
311955,222,Potential Customers
311976,333,Best Customers
311997,233,Good Buyers
312039,433,Best Customers
312060,311,Promising Customers
312081,211,Needs Attention
312102,333,Best Customers
312123,311,Promising Customers
312165,411,Potential Customers
312186,434,Best Customers
312207,123,Potential Customers
312228,444,Best Customers
312249,433,Best Customers
312270,112,Needs Attention
312291,432,Best Customers
312333,122,Promising Customers
312375,233,Good Buyers
312438,443,Best Customers
312480,233,Good Buyers
312501,311,Promising Customers
312522,312,Potential Customers
312543,333,Best Customers
312585,213,Potential Customers
312606,122,Promising Customers
312627,214,Loyal Customers
312648,122,Promising Customers
312669,111,Very inactive
312690,111,Very inactive
312711,122,Promising Customers
312753,433,Best Customers
312774,222,Potential Customers
312795,444,Best Customers
312816,132,Potential Customers
312837,433,Best Customers
312858,343,Best Customers
312921,433,Best Customers
312942,322,Loyal Customers
312963,344,Best Customers
312984,433,Best Customers
313005,112,Needs Attention
313047,444,Best Customers
313068,211,Needs Attention
313110,422,Good Buyers
313131,444,Best Customers
313152,423,Best Customers
313173,333,Best Customers
313215,212,Promising Customers
313236,233,Good Buyers
313278,233,Good Buyers
313320,133,Loyal Customers
313341,333,Best Customers
313383,333,Best Customers
313404,112,Needs Attention
313509,311,Promising Customers
313530,244,Best Customers
313551,423,Best Customers
313572,112,Needs Attention
313614,234,Best Customers
313635,114,Potential Customers
313656,344,Best Customers
313677,223,Loyal Customers
313824,344,Best Customers
313866,411,Potential Customers
313887,211,Needs Attention
313908,333,Best Customers
313950,322,Loyal Customers
313971,222,Potential Customers
313992,244,Best Customers
314013,331,Loyal Customers
314034,432,Best Customers
314097,111,Very inactive
314118,132,Potential Customers
314139,233,Good Buyers
314160,421,Loyal Customers
314181,444,Best Customers
314202,111,Very inactive
314223,443,Best Customers
314244,111,Very inactive
314265,232,Loyal Customers
314286,421,Loyal Customers
314307,312,Potential Customers
314328,321,Potential Customers
314370,223,Loyal Customers
314391,343,Best Customers
314412,221,Promising Customers
314433,223,Loyal Customers
314454,321,Potential Customers
314475,211,Needs Attention
314496,233,Good Buyers
314538,244,Best Customers
314601,111,Very inactive
314664,321,Potential Customers
314685,131,Promising Customers
314727,412,Loyal Customers
314748,122,Promising Customers
314895,331,Loyal Customers
314937,322,Loyal Customers
314958,132,Potential Customers
315000,332,Good Buyers
315042,233,Good Buyers
315084,143,Good Buyers
315105,444,Best Customers
315126,342,Best Customers
315147,111,Very inactive
315189,443,Best Customers
315210,322,Loyal Customers
315252,242,Good Buyers
315294,321,Potential Customers
315336,121,Needs Attention
315357,321,Potential Customers
315378,322,Loyal Customers
315399,131,Promising Customers
315441,444,Best Customers
315462,443,Best Customers
315483,444,Best Customers
315504,443,Best Customers
315525,332,Good Buyers
315546,232,Loyal Customers
315567,323,Good Buyers
315588,432,Best Customers
315630,212,Promising Customers
315651,442,Best Customers
315672,134,Good Buyers
315693,444,Best Customers
315714,444,Best Customers
315735,221,Promising Customers
315756,242,Good Buyers
315798,243,Best Customers
315819,444,Best Customers
315861,131,Promising Customers
315882,111,Very inactive
315903,312,Potential Customers
315924,344,Best Customers
315945,113,Promising Customers
315966,444,Best Customers
315987,122,Promising Customers
316008,232,Loyal Customers
316029,111,Very inactive
316050,334,Best Customers
316071,343,Best Customers
316092,121,Needs Attention
316113,433,Best Customers
316134,441,Best Customers
316197,123,Potential Customers
316218,344,Best Customers
316239,343,Best Customers
316260,441,Best Customers
316281,444,Best Customers
316302,233,Good Buyers
316323,112,Needs Attention
316365,344,Best Customers
316386,233,Good Buyers
316407,234,Best Customers
316428,342,Best Customers
316449,133,Loyal Customers
316470,111,Very inactive
316491,223,Loyal Customers
316533,433,Best Customers
316554,233,Good Buyers
316575,223,Loyal Customers
316596,133,Loyal Customers
316638,444,Best Customers
316659,133,Loyal Customers
316701,322,Loyal Customers
316743,111,Very inactive
316827,111,Very inactive
316848,333,Best Customers
316869,444,Best Customers
316890,122,Promising Customers
316911,222,Potential Customers
316932,122,Promising Customers
316953,444,Best Customers
316995,233,Good Buyers
317016,311,Promising Customers
317037,421,Loyal Customers
317058,114,Potential Customers
317079,222,Potential Customers
317100,113,Promising Customers
317121,412,Loyal Customers
317163,323,Good Buyers
317184,133,Loyal Customers
317205,444,Best Customers
317226,433,Best Customers
317247,112,Needs Attention
317268,133,Loyal Customers
317289,122,Promising Customers
317310,323,Good Buyers
317331,333,Best Customers
317373,434,Best Customers
317394,344,Best Customers
317415,422,Good Buyers
317436,433,Best Customers
317457,433,Best Customers
317478,211,Needs Attention
317499,111,Very inactive
317520,222,Potential Customers
317541,322,Loyal Customers
317562,233,Good Buyers
317583,444,Best Customers
317604,311,Promising Customers
317625,344,Best Customers
317667,212,Promising Customers
317688,243,Best Customers
317709,334,Best Customers
317730,122,Promising Customers
317772,433,Best Customers
317793,223,Loyal Customers
317814,433,Best Customers
317835,111,Very inactive
317856,433,Best Customers
317919,111,Very inactive
317940,234,Best Customers
317982,322,Loyal Customers
318003,111,Very inactive
318024,444,Best Customers
318045,433,Best Customers
318066,133,Loyal Customers
318087,122,Promising Customers
318108,421,Loyal Customers
318129,222,Potential Customers
318150,444,Best Customers
318192,444,Best Customers
318213,322,Loyal Customers
318234,231,Potential Customers
318276,433,Best Customers
318297,444,Best Customers
318318,312,Potential Customers
318339,444,Best Customers
318360,111,Very inactive
318423,421,Loyal Customers
318444,243,Best Customers
318465,122,Promising Customers
318507,121,Needs Attention
318528,311,Promising Customers
318591,113,Promising Customers
318612,443,Best Customers
318654,111,Very inactive
318675,221,Promising Customers
318738,111,Very inactive
318759,434,Best Customers
318801,213,Potential Customers
318822,122,Promising Customers
318864,332,Good Buyers
318885,222,Potential Customers
318906,422,Good Buyers
318927,434,Best Customers
318969,444,Best Customers
319032,233,Good Buyers
319053,222,Potential Customers
319074,444,Best Customers
319095,414,Best Customers
319137,423,Best Customers
319158,211,Needs Attention
319179,213,Potential Customers
319221,233,Good Buyers
319263,344,Best Customers
319284,112,Needs Attention
319305,222,Potential Customers
319326,412,Loyal Customers
319368,433,Best Customers
319410,122,Promising Customers
319431,233,Good Buyers
319452,111,Very inactive
319473,122,Promising Customers
319494,444,Best Customers
319515,323,Good Buyers
319536,211,Needs Attention
319578,444,Best Customers
319599,111,Very inactive
319620,244,Best Customers
319641,112,Needs Attention
319662,112,Needs Attention
319683,123,Potential Customers
319704,112,Needs Attention
319725,122,Promising Customers
319746,111,Very inactive
319767,333,Best Customers
319788,244,Best Customers
319830,122,Promising Customers
319872,222,Potential Customers
319914,111,Very inactive
319935,144,Best Customers
319956,112,Needs Attention
319977,433,Best Customers
319998,333,Best Customers
320019,433,Best Customers
320040,334,Best Customers
320061,244,Best Customers
320103,222,Potential Customers
320124,222,Potential Customers
320145,234,Best Customers
320166,122,Promising Customers
320187,212,Promising Customers
320229,344,Best Customers
320271,444,Best Customers
320292,333,Best Customers
320313,433,Best Customers
320334,221,Promising Customers
320355,233,Good Buyers
320376,111,Very inactive
320397,112,Needs Attention
320418,122,Promising Customers
320460,234,Best Customers
320481,221,Promising Customers
320502,111,Very inactive
320523,211,Needs Attention
320544,222,Potential Customers
320565,133,Loyal Customers
320586,111,Very inactive
320607,314,Good Buyers
320649,312,Potential Customers
320670,424,Best Customers
320691,444,Best Customers
320712,233,Good Buyers
320754,433,Best Customers
320775,322,Loyal Customers
320796,231,Potential Customers
320817,311,Promising Customers
320859,121,Needs Attention
320880,111,Very inactive
320901,244,Best Customers
321006,311,Promising Customers
321027,322,Loyal Customers
321048,334,Best Customers
321069,333,Best Customers
321090,444,Best Customers
321111,344,Best Customers
321132,121,Needs Attention
321216,344,Best Customers
321237,422,Good Buyers
321258,444,Best Customers
321279,214,Loyal Customers
321300,222,Potential Customers
321321,344,Best Customers
321363,122,Promising Customers
321384,223,Loyal Customers
321426,233,Good Buyers
321447,211,Needs Attention
321468,122,Promising Customers
321531,444,Best Customers
321552,233,Good Buyers
321573,211,Needs Attention
321594,122,Promising Customers
321615,222,Potential Customers
321636,111,Very inactive
321678,422,Good Buyers
321699,111,Very inactive
321720,321,Potential Customers
321741,234,Best Customers
321762,233,Good Buyers
321825,231,Potential Customers
321846,122,Promising Customers
321867,211,Needs Attention
321909,333,Best Customers
321930,313,Loyal Customers
321972,123,Potential Customers
321993,113,Promising Customers
322014,132,Potential Customers
322035,221,Promising Customers
322119,232,Loyal Customers
322161,214,Loyal Customers
322182,222,Potential Customers
322203,222,Potential Customers
322224,422,Good Buyers
322245,322,Loyal Customers
322266,111,Very inactive
322287,111,Very inactive
322308,211,Needs Attention
322329,132,Potential Customers
322350,111,Very inactive
322371,444,Best Customers
322413,132,Potential Customers
322455,311,Promising Customers
322476,344,Best Customers
322518,444,Best Customers
322560,312,Potential Customers
322581,112,Needs Attention
322623,112,Needs Attention
322644,223,Loyal Customers
322665,344,Best Customers
322686,232,Loyal Customers
322707,234,Best Customers
322728,312,Potential Customers
322770,334,Best Customers
322812,224,Good Buyers
322833,444,Best Customers
322854,211,Needs Attention
322896,343,Best Customers
322959,144,Best Customers
322980,424,Best Customers
323001,112,Needs Attention
323022,444,Best Customers
323064,122,Promising Customers
323085,312,Potential Customers
323106,122,Promising Customers
323148,111,Very inactive
323169,112,Needs Attention
323232,433,Best Customers
323253,411,Potential Customers
323274,434,Best Customers
323295,111,Very inactive
323316,211,Needs Attention
323337,111,Very inactive
323358,433,Best Customers
323379,433,Best Customers
323400,213,Potential Customers
323442,132,Potential Customers
323505,112,Needs Attention
323526,332,Good Buyers
323547,343,Best Customers
323568,121,Needs Attention
323610,244,Best Customers
323631,333,Best Customers
323652,111,Very inactive
323694,423,Best Customers
323715,132,Potential Customers
323736,244,Best Customers
323757,222,Potential Customers
323799,311,Promising Customers
323841,233,Good Buyers
323862,111,Very inactive
323883,311,Promising Customers
323904,112,Needs Attention
323946,343,Best Customers
323967,343,Best Customers
323988,411,Potential Customers
324009,332,Good Buyers
324072,311,Promising Customers
324093,122,Promising Customers
324114,433,Best Customers
324135,321,Potential Customers
324156,443,Best Customers
324177,131,Promising Customers
324198,221,Promising Customers
324240,232,Loyal Customers
324282,112,Needs Attention
324303,444,Best Customers
324324,443,Best Customers
324345,111,Very inactive
324387,111,Very inactive
324408,122,Promising Customers
324429,333,Best Customers
324450,322,Loyal Customers
324492,332,Good Buyers
324513,443,Best Customers
324534,121,Needs Attention
324576,132,Potential Customers
324597,131,Promising Customers
324618,311,Promising Customers
324660,131,Promising Customers
324702,211,Needs Attention
324723,311,Promising Customers
324744,143,Good Buyers
324765,334,Best Customers
324786,232,Loyal Customers
324807,432,Best Customers
324828,322,Loyal Customers
324849,322,Loyal Customers
324891,432,Best Customers
324912,232,Loyal Customers
324933,414,Best Customers
324975,222,Potential Customers
325038,333,Best Customers
325080,233,Good Buyers
325122,434,Best Customers
325143,131,Promising Customers
325164,444,Best Customers
325185,334,Best Customers
325248,211,Needs Attention
325269,333,Best Customers
325311,244,Best Customers
325332,322,Loyal Customers
325353,344,Best Customers
325374,343,Best Customers
325437,413,Good Buyers
325458,444,Best Customers
325500,433,Best Customers
325542,444,Best Customers
325563,131,Promising Customers
325584,211,Needs Attention
325605,234,Best Customers
325626,343,Best Customers
325647,132,Potential Customers
325668,133,Loyal Customers
325710,111,Very inactive
325731,443,Best Customers
325752,111,Very inactive
325773,344,Best Customers
325794,444,Best Customers
325836,311,Promising Customers
325857,121,Needs Attention
325878,244,Best Customers
325920,422,Good Buyers
325941,344,Best Customers
325962,332,Good Buyers
325983,212,Promising Customers
326004,312,Potential Customers
326025,443,Best Customers
326046,311,Promising Customers
326067,344,Best Customers
326088,121,Needs Attention
326109,344,Best Customers
326130,343,Best Customers
326151,444,Best Customers
326172,343,Best Customers
326193,333,Best Customers
326235,132,Potential Customers
326277,121,Needs Attention
326319,422,Good Buyers
326340,411,Potential Customers
326361,221,Promising Customers
326403,121,Needs Attention
326424,444,Best Customers
326445,231,Potential Customers
326487,444,Best Customers
326529,244,Best Customers
326550,432,Best Customers
326571,322,Loyal Customers
326592,111,Very inactive
326613,232,Loyal Customers
326634,111,Very inactive
326655,444,Best Customers
326676,321,Potential Customers
326697,322,Loyal Customers
326781,423,Best Customers
326802,111,Very inactive
326823,343,Best Customers
326865,311,Promising Customers
326907,311,Promising Customers
326928,433,Best Customers
326949,223,Loyal Customers
326970,444,Best Customers
326991,432,Best Customers
327012,444,Best Customers
327033,342,Best Customers
327054,143,Good Buyers
327096,333,Best Customers
327117,121,Needs Attention
327138,111,Very inactive
327159,232,Loyal Customers
327201,244,Best Customers
327222,333,Best Customers
327264,343,Best Customers
327285,122,Promising Customers
327327,313,Loyal Customers
327369,122,Promising Customers
327432,322,Loyal Customers
327453,211,Needs Attention
327474,444,Best Customers
327516,233,Good Buyers
327537,322,Loyal Customers
327558,211,Needs Attention
327579,333,Best Customers
327621,444,Best Customers
327642,433,Best Customers
327663,211,Needs Attention
327684,211,Needs Attention
327705,333,Best Customers
327726,234,Best Customers
327747,111,Very inactive
327768,333,Best Customers
327789,111,Very inactive
327810,211,Needs Attention
327831,433,Best Customers
327852,311,Promising Customers
327915,444,Best Customers
327978,333,Best Customers
